FName,LName,Team,OppTeam,GamePoints,GameAssists,GameRebounds,GmPointsFor,GmPointsAgainst,Year
Giannis,Antetokounmpo,Milwaukee Bucks,Minnesota Timberwolves,16,10,12,56,54,2012,
Giannis,Antetokounmpo,Milwaukee Bucks,Cleveland Cavaliers,11,5,12,60,57,2002,
Giannis,Antetokounmpo,Milwaukee Bucks,Philadelphia 76ers,17,13,14,103,89,2013,
Giannis,Antetokounmpo,Milwaukee Bucks,Atlanta Hawks,0,1,13,60,63,2017,
Giannis,Antetokounmpo,Milwaukee Bucks,Toronto Raptors,15,13,7,88,87,2012,
Giannis,Antetokounmpo,Milwaukee Bucks,Minnesota Timberwolves,15,7,13,50,90,2009,
Giannis,Antetokounmpo,Milwaukee Bucks,Memphis Grizzlies,4,7,6,79,67,2016,
Giannis,Antetokounmpo,Milwaukee Bucks,New York Knicks,16,9,1,97,57,2000,
Giannis,Antetokounmpo,Milwaukee Bucks,Portland Trail Blazers,8,2,11,66,99,2018,
Giannis,Antetokounmpo,Milwaukee Bucks,Miami Heat,11,2,3,64,98,2009,
Giannis,Antetokounmpo,Milwaukee Bucks,Detroit Pistons,7,4,4,66,104,2008,
Giannis,Antetokounmpo,Milwaukee Bucks,Portland Trail Blazers,18,5,4,100,89,2009,
Giannis,Antetokounmpo,Milwaukee Bucks,Orlando Magic,5,10,3,70,97,2010,
Giannis,Antetokounmpo,Milwaukee Bucks,Sacramento Kings,6,3,3,96,90,2011,
Giannis,Antetokounmpo,Milwaukee Bucks,Golden State Warriors,11,2,1,72,96,2007,
Giannis,Antetokounmpo,Milwaukee Bucks,Memphis Grizzlies,18,5,14,94,107,2017,
Giannis,Antetokounmpo,Milwaukee Bucks,Dallas Mavericks,10,9,13,105,85,2011,
Giannis,Antetokounmpo,Milwaukee Bucks,Memphis Grizzlies,17,4,0,51,89,2000,
Giannis,Antetokounmpo,Milwaukee Bucks,Memphis Grizzlies,12,0,5,64,51,2015,
Giannis,Antetokounmpo,Milwaukee Bucks,Phoenix Suns,11,3,11,87,84,2017,
Giannis,Antetokounmpo,Milwaukee Bucks,Miami Heat,11,6,0,83,68,2016,
Giannis,Antetokounmpo,Milwaukee Bucks,Detroit Pistons,18,11,3,77,90,2003,
Giannis,Antetokounmpo,Milwaukee Bucks,Sacramento Kings,11,9,0,84,58,2001,
Giannis,Antetokounmpo,Milwaukee Bucks,Oklahoma City Thunder,15,12,11,100,97,2018,
Giannis,Antetokounmpo,Milwaukee Bucks,Washington Wizards,19,1,12,89,79,2005,
Damian,Lillard,Portland Trail Blazers,Dallas Mavericks,11,4,2,62,109,2014,
Damian,Lillard,Portland Trail Blazers,Houston Rockets,13,2,7,57,72,2004,
Damian,Lillard,Portland Trail Blazers,Atlanta Hawks,6,7,6,50,75,2014,
Damian,Lillard,Portland Trail Blazers,Memphis Grizzlies,5,13,9,98,59,2012,
Damian,Lillard,Portland Trail Blazers,Milwaukee Bucks,13,12,7,90,90,2012,
Damian,Lillard,Portland Trail Blazers,Boston Celtics,14,12,12,60,58,2013,
Damian,Lillard,Portland Trail Blazers,Washington Wizards,17,12,12,91,91,2006,
Damian,Lillard,Portland Trail Blazers,Cleveland Cavaliers,14,10,1,79,89,2001,
Damian,Lillard,Portland Trail Blazers,Oklahoma City Thunder,7,5,11,94,82,2005,
Damian,Lillard,Portland Trail Blazers,Orlando Magic,14,12,13,70,81,2016,
Damian,Lillard,Portland Trail Blazers,New Orleans Hornets,17,5,12,66,95,2018,
Damian,Lillard,Portland Trail Blazers,Los Angeles Clippers,14,12,0,77,64,2003,
Damian,Lillard,Portland Trail Blazers,Memphis Grizzlies,6,5,10,78,100,2011,
Damian,Lillard,Portland Trail Blazers,New York Knicks,11,5,4,93,60,2004,
Damian,Lillard,Portland Trail Blazers,San Antonio Spurs,13,8,4,82,66,2010,
Damian,Lillard,Portland Trail Blazers,Chicago Bulls,14,12,14,61,88,2017,
Damian,Lillard,Portland Trail Blazers,Phoenix Suns,8,7,10,91,52,2005,
Damian,Lillard,Portland Trail Blazers,New Orleans Hornets,18,12,3,107,103,2014,
Damian,Lillard,Portland Trail Blazers,New Orleans Hornets,1,3,11,90,77,2010,
Damian,Lillard,Portland Trail Blazers,Washington Wizards,10,11,11,62,68,2012,
Damian,Lillard,Portland Trail Blazers,Golden State Warriors,0,7,4,91,59,2004,
Damian,Lillard,Portland Trail Blazers,Washington Wizards,6,7,12,92,59,2013,
Damian,Lillard,Portland Trail Blazers,Indiana Pacers,18,11,11,73,88,2000,
Damian,Lillard,Portland Trail Blazers,Miami Heat,17,14,11,68,59,2011,
Damian,Lillard,Portland Trail Blazers,Houston Rockets,1,2,10,92,65,2004,
Damian,Lillard,Portland Trail Blazers,Sacramento Kings,0,7,5,97,79,2004,
Damian,Lillard,Portland Trail Blazers,Minnesota Timberwolves,17,1,11,51,86,2013,
Damian,Lillard,Portland Trail Blazers,Orlando Magic,3,10,7,50,101,2015,
Damian,Lillard,Portland Trail Blazers,Orlando Magic,18,6,7,74,84,2006,
Damian,Lillard,Portland Trail Blazers,Atlanta Hawks,9,13,4,70,76,2004,
Damian,Lillard,Portland Trail Blazers,New Orleans Hornets,7,8,8,73,89,2009,
Damian,Lillard,Portland Trail Blazers,Los Angeles Clippers,12,11,5,97,71,2014,
Damian,Lillard,Portland Trail Blazers,New York Knicks,1,6,7,107,75,2016,
Damian,Lillard,Portland Trail Blazers,Toronto Raptors,17,6,2,80,62,2015,
Damian,Lillard,Portland Trail Blazers,Oklahoma City Thunder,2,13,11,52,61,2006,
Damian,Lillard,Portland Trail Blazers,Toronto Raptors,11,2,11,95,51,2010,
Damian,Lillard,Portland Trail Blazers,Sacramento Kings,16,11,1,55,90,2015,
Damian,Lillard,Portland Trail Blazers,Indiana Pacers,11,8,5,66,100,2003,
Damian,Lillard,Portland Trail Blazers,New Orleans Hornets,16,7,2,51,105,2002,
Damian,Lillard,Portland Trail Blazers,Indiana Pacers,5,4,12,93,57,2001,
Damian,Lillard,Portland Trail Blazers,Charlotte Bobcats,4,12,4,69,89,2009,
Damian,Lillard,Portland Trail Blazers,Golden State Warriors,16,8,6,108,92,2001,
Damian,Lillard,Portland Trail Blazers,Toronto Raptors,13,13,14,56,97,2014,
Damian,Lillard,Portland Trail Blazers,Cleveland Cavaliers,1,11,6,85,97,2018,
Damian,Lillard,Portland Trail Blazers,Minnesota Timberwolves,14,14,11,108,84,2006,
Damian,Lillard,Portland Trail Blazers,Golden State Warriors,11,13,5,51,81,2009,
Damian,Lillard,Portland Trail Blazers,New Orleans Hornets,19,1,8,106,102,2000,
Damian,Lillard,Portland Trail Blazers,New Orleans Hornets,8,13,2,63,85,2016,
Damian,Lillard,Portland Trail Blazers,Phoenix Suns,13,7,7,75,92,2015,
Damian,Lillard,Portland Trail Blazers,New York Knicks,14,0,6,72,74,2003,
Damian,Lillard,Portland Trail Blazers,Denver Nuggets,11,1,6,67,60,2006,
Damian,Lillard,Portland Trail Blazers,Denver Nuggets,6,7,10,102,55,2004,
Damian,Lillard,Portland Trail Blazers,Oklahoma City Thunder,4,5,7,81,87,2008,
Damian,Lillard,Portland Trail Blazers,Miami Heat,13,9,9,57,108,2011,
Damian,Lillard,Portland Trail Blazers,Los Angeles Lakers,6,1,7,55,99,2007,
Damian,Lillard,Portland Trail Blazers,Philadelphia 76ers,13,6,5,78,100,2010,
Damian,Lillard,Portland Trail Blazers,New York Knicks,2,9,2,89,57,2009,
Damian,Lillard,Portland Trail Blazers,Minnesota Timberwolves,6,6,13,88,87,2013,
Damian,Lillard,Portland Trail Blazers,Houston Rockets,3,12,9,82,78,2001,
Damian,Lillard,Portland Trail Blazers,New York Knicks,12,11,5,103,90,2010,
Damian,Lillard,Portland Trail Blazers,Toronto Raptors,12,4,4,71,52,2011,
Damian,Lillard,Portland Trail Blazers,Houston Rockets,9,13,3,73,65,2004,
Damian,Lillard,Portland Trail Blazers,Charlotte Bobcats,15,1,14,95,60,2000,
Damian,Lillard,Portland Trail Blazers,Boston Celtics,14,14,4,70,79,2015,
Damian,Lillard,Portland Trail Blazers,Phoenix Suns,10,2,14,76,106,2010,
Damian,Lillard,Portland Trail Blazers,Washington Wizards,11,12,3,66,78,2013,
Damian,Lillard,Portland Trail Blazers,Cleveland Cavaliers,3,6,0,95,79,2010,
Damian,Lillard,Portland Trail Blazers,Washington Wizards,3,1,14,51,101,2013,
Damian,Lillard,Portland Trail Blazers,Atlanta Hawks,2,11,7,97,91,2013,
Damian,Lillard,Portland Trail Blazers,New York Knicks,5,0,9,93,88,2007,
Damian,Lillard,Portland Trail Blazers,Boston Celtics,1,8,6,85,96,2002,
Damian,Lillard,Portland Trail Blazers,Atlanta Hawks,15,4,8,58,84,2016,
Damian,Lillard,Portland Trail Blazers,Houston Rockets,2,0,13,68,56,2001,
Damian,Lillard,Portland Trail Blazers,Phoenix Suns,19,3,7,84,62,2016,
Damian,Lillard,Portland Trail Blazers,Charlotte Bobcats,1,6,1,101,57,2007,
Damian,Lillard,Portland Trail Blazers,Utah Jazz,8,4,9,104,75,2005,
Damian,Lillard,Portland Trail Blazers,Phoenix Suns,4,13,5,92,74,2001,
Damian,Lillard,Portland Trail Blazers,Milwaukee Bucks,6,9,8,81,107,2002,
Damian,Lillard,Portland Trail Blazers,New Orleans Hornets,1,14,10,87,77,2004,
Damian,Lillard,Portland Trail Blazers,Phoenix Suns,1,11,9,81,61,2007,
Damian,Lillard,Portland Trail Blazers,Brooklyn Nets,11,9,12,74,78,2016,
Damian,Lillard,Portland Trail Blazers,Minnesota Timberwolves,19,9,4,103,66,2009,
Damian,Lillard,Portland Trail Blazers,Utah Jazz,2,4,6,60,50,2010,
Damian,Lillard,Portland Trail Blazers,Minnesota Timberwolves,13,8,11,89,67,2008,
Damian,Lillard,Portland Trail Blazers,Houston Rockets,5,2,14,101,94,2002,
Damian,Lillard,Portland Trail Blazers,Miami Heat,19,9,12,73,66,2010,
Damian,Lillard,Portland Trail Blazers,Houston Rockets,6,14,7,55,107,2004,
Damian,Lillard,Portland Trail Blazers,Dallas Mavericks,5,13,4,76,75,2015,
Damian,Lillard,Portland Trail Blazers,Miami Heat,9,8,13,85,52,2005,
Damian,Lillard,Portland Trail Blazers,Denver Nuggets,4,14,1,77,108,2006,
Damian,Lillard,Portland Trail Blazers,Atlanta Hawks,12,0,14,98,109,2001,
Damian,Lillard,Portland Trail Blazers,Memphis Grizzlies,7,11,5,84,99,2009,
Damian,Lillard,Portland Trail Blazers,Detroit Pistons,7,1,2,72,54,2001,
Damian,Lillard,Portland Trail Blazers,San Antonio Spurs,10,9,10,97,109,2000,
Damian,Lillard,Portland Trail Blazers,Sacramento Kings,12,10,6,73,109,2010,
Damian,Lillard,Portland Trail Blazers,Boston Celtics,11,10,8,95,95,2006,
Damian,Lillard,Portland Trail Blazers,Memphis Grizzlies,7,10,11,81,88,2014,
Damian,Lillard,Portland Trail Blazers,Milwaukee Bucks,13,11,9,96,88,2000,
Damian,Lillard,Portland Trail Blazers,Brooklyn Nets,13,6,10,89,102,2012,
Damian,Lillard,Portland Trail Blazers,Chicago Bulls,10,13,7,79,100,2012,
Damian,Lillard,Portland Trail Blazers,San Antonio Spurs,0,14,12,69,69,2002,
Damian,Lillard,Portland Trail Blazers,Houston Rockets,14,14,5,105,69,2017,
Damian,Lillard,Portland Trail Blazers,Oklahoma City Thunder,14,3,1,75,53,2016,
Damian,Lillard,Portland Trail Blazers,Philadelphia 76ers,5,11,8,104,52,2005,
Damian,Lillard,Portland Trail Blazers,Brooklyn Nets,9,2,9,102,87,2015,
Damian,Lillard,Portland Trail Blazers,Detroit Pistons,15,10,8,92,99,2008,
Damian,Lillard,Portland Trail Blazers,Indiana Pacers,10,7,2,78,88,2008,
Damian,Lillard,Portland Trail Blazers,Golden State Warriors,3,13,12,97,90,2003,
Damian,Lillard,Portland Trail Blazers,Minnesota Timberwolves,18,4,8,83,91,2000,
Damian,Lillard,Portland Trail Blazers,Chicago Bulls,14,6,11,53,90,2001,
Damian,Lillard,Portland Trail Blazers,Phoenix Suns,13,8,11,70,60,2004,
Damian,Lillard,Portland Trail Blazers,New York Knicks,7,12,2,96,80,2010,
Damian,Lillard,Portland Trail Blazers,Los Angeles Lakers,11,9,11,105,92,2012,
Damian,Lillard,Portland Trail Blazers,Dallas Mavericks,3,0,6,100,94,2016,
Damian,Lillard,Portland Trail Blazers,Boston Celtics,14,3,4,100,108,2010,
Damian,Lillard,Portland Trail Blazers,Toronto Raptors,16,13,11,109,99,2006,
Damian,Lillard,Portland Trail Blazers,Los Angeles Lakers,1,7,14,55,77,2008,
Damian,Lillard,Portland Trail Blazers,Memphis Grizzlies,3,3,8,87,77,2014,
Damian,Lillard,Portland Trail Blazers,Minnesota Timberwolves,9,1,9,72,99,2002,
Damian,Lillard,Portland Trail Blazers,Golden State Warriors,6,3,0,77,86,2000,
Damian,Lillard,Portland Trail Blazers,Los Angeles Lakers,0,4,2,57,77,2008,
Damian,Lillard,Portland Trail Blazers,Los Angeles Lakers,19,8,11,82,51,2000,
Damian,Lillard,Portland Trail Blazers,Brooklyn Nets,14,0,6,66,51,2017,
Damian,Lillard,Portland Trail Blazers,Toronto Raptors,18,9,2,55,61,2002,
Damian,Lillard,Portland Trail Blazers,Philadelphia 76ers,7,6,4,102,72,2009,
Damian,Lillard,Portland Trail Blazers,Los Angeles Lakers,11,7,3,74,74,2013,
Damian,Lillard,Portland Trail Blazers,Utah Jazz,3,3,11,59,88,2015,
Damian,Lillard,Portland Trail Blazers,Houston Rockets,8,14,7,103,80,2004,
Damian,Lillard,Portland Trail Blazers,San Antonio Spurs,3,14,2,69,104,2003,
Damian,Lillard,Portland Trail Blazers,Detroit Pistons,19,0,3,104,84,2013,
Damian,Lillard,Portland Trail Blazers,Indiana Pacers,4,13,13,85,81,2007,
Damian,Lillard,Portland Trail Blazers,Washington Wizards,13,7,6,64,90,2001,
Damian,Lillard,Portland Trail Blazers,Toronto Raptors,4,9,11,86,67,2010,
Damian,Lillard,Portland Trail Blazers,Miami Heat,2,5,6,66,78,2008,
Damian,Lillard,Portland Trail Blazers,Minnesota Timberwolves,16,10,7,104,92,2010,
Damian,Lillard,Portland Trail Blazers,Cleveland Cavaliers,7,11,12,69,86,2015,
Damian,Lillard,Portland Trail Blazers,Houston Rockets,1,9,3,96,63,2013,
Damian,Lillard,Portland Trail Blazers,Charlotte Bobcats,12,0,11,96,107,2004,
Damian,Lillard,Portland Trail Blazers,New York Knicks,11,9,10,71,90,2008,
Damian,Lillard,Portland Trail Blazers,New York Knicks,5,5,13,84,106,2003,
Damian,Lillard,Portland Trail Blazers,Atlanta Hawks,4,14,0,56,76,2008,
Damian,Lillard,Portland Trail Blazers,Memphis Grizzlies,6,2,4,69,78,2015,
Damian,Lillard,Portland Trail Blazers,Charlotte Bobcats,3,5,6,64,74,2003,
Damian,Lillard,Portland Trail Blazers,San Antonio Spurs,10,8,3,50,78,2001,
Damian,Lillard,Portland Trail Blazers,Memphis Grizzlies,10,8,0,90,103,2010,
Damian,Lillard,Portland Trail Blazers,Utah Jazz,14,14,12,99,93,2015,
Damian,Lillard,Portland Trail Blazers,Washington Wizards,13,8,0,87,81,2000,
Damian,Lillard,Portland Trail Blazers,New Orleans Hornets,2,2,12,79,81,2004,
Damian,Lillard,Portland Trail Blazers,Memphis Grizzlies,9,1,2,99,52,2013,
Damian,Lillard,Portland Trail Blazers,Orlando Magic,15,14,8,91,72,2011,
Damian,Lillard,Portland Trail Blazers,Washington Wizards,7,12,7,67,78,2007,
Damian,Lillard,Portland Trail Blazers,Orlando Magic,4,12,13,102,86,2014,
Damian,Lillard,Portland Trail Blazers,Utah Jazz,11,13,9,104,61,2003,
Damian,Lillard,Portland Trail Blazers,Milwaukee Bucks,17,6,2,54,76,2015,
Damian,Lillard,Portland Trail Blazers,Indiana Pacers,15,7,14,70,87,2014,
Damian,Lillard,Portland Trail Blazers,Cleveland Cavaliers,2,13,9,56,60,2017,
Damian,Lillard,Portland Trail Blazers,Denver Nuggets,5,9,13,62,109,2013,
Damian,Lillard,Portland Trail Blazers,Golden State Warriors,16,14,3,93,85,2002,
Damian,Lillard,Portland Trail Blazers,Toronto Raptors,14,9,12,71,89,2004,
Damian,Lillard,Portland Trail Blazers,New York Knicks,6,4,0,102,83,2004,
Damian,Lillard,Portland Trail Blazers,Philadelphia 76ers,15,2,10,97,90,2011,
Damian,Lillard,Portland Trail Blazers,Los Angeles Clippers,6,6,8,99,72,2017,
Damian,Lillard,Portland Trail Blazers,Oklahoma City Thunder,17,8,14,54,73,2012,
Damian,Lillard,Portland Trail Blazers,Milwaukee Bucks,18,13,4,95,54,2004,
Damian,Lillard,Portland Trail Blazers,Chicago Bulls,5,11,10,79,51,2011,
Damian,Lillard,Portland Trail Blazers,Golden State Warriors,7,13,7,57,74,2003,
Damian,Lillard,Portland Trail Blazers,Detroit Pistons,18,5,12,96,52,2013,
Damian,Lillard,Portland Trail Blazers,Brooklyn Nets,16,14,13,73,74,2007,
Damian,Lillard,Portland Trail Blazers,Chicago Bulls,2,13,5,99,95,2012,
Damian,Lillard,Portland Trail Blazers,Chicago Bulls,6,0,4,84,97,2015,
Damian,Lillard,Portland Trail Blazers,Houston Rockets,12,2,13,72,57,2016,
Damian,Lillard,Portland Trail Blazers,Sacramento Kings,8,0,3,91,96,2016,
Damian,Lillard,Portland Trail Blazers,Brooklyn Nets,19,14,3,81,104,2000,
Damian,Lillard,Portland Trail Blazers,Chicago Bulls,7,7,1,103,107,2010,
Damian,Lillard,Portland Trail Blazers,Miami Heat,13,6,11,83,71,2015,
Damian,Lillard,Portland Trail Blazers,Houston Rockets,0,12,5,89,88,2002,
Damian,Lillard,Portland Trail Blazers,Memphis Grizzlies,6,2,1,86,66,2005,
Damian,Lillard,Portland Trail Blazers,Los Angeles Clippers,14,2,12,89,81,2007,
Damian,Lillard,Portland Trail Blazers,Phoenix Suns,7,13,14,59,88,2012,
Damian,Lillard,Portland Trail Blazers,Houston Rockets,3,5,2,55,84,2013,
Damian,Lillard,Portland Trail Blazers,Denver Nuggets,3,3,1,59,107,2005,
Damian,Lillard,Portland Trail Blazers,San Antonio Spurs,0,2,13,52,56,2018,
Damian,Lillard,Portland Trail Blazers,Chicago Bulls,16,10,4,71,82,2014,
Damian,Lillard,Portland Trail Blazers,New York Knicks,7,8,7,92,99,2010,
Damian,Lillard,Portland Trail Blazers,Atlanta Hawks,12,8,8,57,82,2006,
Damian,Lillard,Portland Trail Blazers,Detroit Pistons,2,2,4,109,62,2015,
Damian,Lillard,Portland Trail Blazers,San Antonio Spurs,2,6,7,69,107,2004,
Damian,Lillard,Portland Trail Blazers,Oklahoma City Thunder,12,6,3,50,89,2008,
Damian,Lillard,Portland Trail Blazers,Houston Rockets,12,9,9,86,78,2008,
Damian,Lillard,Portland Trail Blazers,Washington Wizards,1,14,14,104,51,2004,
Damian,Lillard,Portland Trail Blazers,Cleveland Cavaliers,11,13,1,60,53,2010,
Damian,Lillard,Portland Trail Blazers,New Orleans Hornets,19,3,6,63,77,2006,
Damian,Lillard,Portland Trail Blazers,Houston Rockets,4,1,10,91,105,2004,
Damian,Lillard,Portland Trail Blazers,Chicago Bulls,4,4,5,80,56,2010,
Damian,Lillard,Portland Trail Blazers,Toronto Raptors,14,4,10,92,70,2002,
Damian,Lillard,Portland Trail Blazers,Utah Jazz,17,2,9,100,90,2002,
Damian,Lillard,Portland Trail Blazers,Philadelphia 76ers,2,12,2,100,99,2010,
Damian,Lillard,Portland Trail Blazers,Boston Celtics,1,6,11,84,104,2018,
Damian,Lillard,Portland Trail Blazers,Charlotte Bobcats,11,8,5,71,98,2000,
Damian,Lillard,Portland Trail Blazers,Brooklyn Nets,16,11,10,79,100,2014,
Damian,Lillard,Portland Trail Blazers,Houston Rockets,18,12,12,55,59,2015,
Damian,Lillard,Portland Trail Blazers,Atlanta Hawks,4,13,5,61,70,2016,
Damian,Lillard,Portland Trail Blazers,Oklahoma City Thunder,2,11,5,60,90,2007,
Damian,Lillard,Portland Trail Blazers,Toronto Raptors,9,6,2,96,59,2017,
Damian,Lillard,Portland Trail Blazers,Toronto Raptors,12,5,11,67,64,2017,
Damian,Lillard,Portland Trail Blazers,Boston Celtics,2,11,8,90,50,2001,
Damian,Lillard,Portland Trail Blazers,Washington Wizards,17,13,1,91,80,2007,
Damian,Lillard,Portland Trail Blazers,Orlando Magic,11,8,10,58,91,2015,
Damian,Lillard,Portland Trail Blazers,Denver Nuggets,0,7,12,77,103,2001,
Damian,Lillard,Portland Trail Blazers,Miami Heat,1,12,2,86,75,2012,
Damian,Lillard,Portland Trail Blazers,San Antonio Spurs,3,8,13,88,100,2015,
Damian,Lillard,Portland Trail Blazers,Dallas Mavericks,11,5,6,95,98,2018,
Damian,Lillard,Portland Trail Blazers,Utah Jazz,3,9,12,102,64,2005,
Damian,Lillard,Portland Trail Blazers,San Antonio Spurs,13,3,14,80,52,2009,
Damian,Lillard,Portland Trail Blazers,New York Knicks,9,2,2,76,96,2016,
Damian,Lillard,Portland Trail Blazers,Phoenix Suns,19,5,10,52,79,2002,
Damian,Lillard,Portland Trail Blazers,Cleveland Cavaliers,7,4,11,86,91,2002,
Damian,Lillard,Portland Trail Blazers,Toronto Raptors,0,0,3,104,97,2006,
Damian,Lillard,Portland Trail Blazers,Cleveland Cavaliers,13,10,6,105,70,2014,
Damian,Lillard,Portland Trail Blazers,Indiana Pacers,13,3,7,108,96,2018,
Damian,Lillard,Portland Trail Blazers,Houston Rockets,4,3,11,51,101,2013,
Damian,Lillard,Portland Trail Blazers,Atlanta Hawks,8,9,5,51,67,2015,
Damian,Lillard,Portland Trail Blazers,Sacramento Kings,9,13,14,56,86,2003,
Damian,Lillard,Portland Trail Blazers,Memphis Grizzlies,6,11,3,70,62,2006,
Damian,Lillard,Portland Trail Blazers,Los Angeles Lakers,1,6,13,79,107,2009,
Damian,Lillard,Portland Trail Blazers,Atlanta Hawks,12,7,3,65,95,2007,
Damian,Lillard,Portland Trail Blazers,Charlotte Bobcats,4,12,7,103,56,2013,
Damian,Lillard,Portland Trail Blazers,Golden State Warriors,11,8,10,94,80,2004,
Damian,Lillard,Portland Trail Blazers,Indiana Pacers,16,9,10,97,76,2018,
Damian,Lillard,Portland Trail Blazers,Orlando Magic,19,12,8,93,66,2002,
Damian,Lillard,Portland Trail Blazers,Dallas Mavericks,2,14,12,53,84,2008,
Damian,Lillard,Portland Trail Blazers,Toronto Raptors,15,10,13,99,68,2009,
Damian,Lillard,Portland Trail Blazers,Denver Nuggets,2,3,7,102,76,2004,
Damian,Lillard,Portland Trail Blazers,Los Angeles Lakers,15,5,13,97,59,2000,
Damian,Lillard,Portland Trail Blazers,Utah Jazz,17,1,7,63,59,2015,
Damian,Lillard,Portland Trail Blazers,Phoenix Suns,18,7,9,108,108,2013,
Damian,Lillard,Portland Trail Blazers,Washington Wizards,18,4,14,84,57,2006,
Damian,Lillard,Portland Trail Blazers,Denver Nuggets,16,12,10,80,56,2007,
Damian,Lillard,Portland Trail Blazers,Charlotte Bobcats,6,12,3,99,87,2008,
Damian,Lillard,Portland Trail Blazers,Brooklyn Nets,13,7,6,107,104,2003,
Damian,Lillard,Portland Trail Blazers,Cleveland Cavaliers,1,7,12,104,57,2004,
Damian,Lillard,Portland Trail Blazers,Houston Rockets,6,13,14,83,76,2005,
Damian,Lillard,Portland Trail Blazers,San Antonio Spurs,9,7,7,92,85,2013,
Damian,Lillard,Portland Trail Blazers,Brooklyn Nets,6,3,11,54,82,2006,
Damian,Lillard,Portland Trail Blazers,Utah Jazz,19,11,6,100,88,2008,
Damian,Lillard,Portland Trail Blazers,Milwaukee Bucks,3,0,1,92,70,2010,
Damian,Lillard,Portland Trail Blazers,New York Knicks,9,9,14,80,95,2004,
Damian,Lillard,Portland Trail Blazers,Indiana Pacers,19,10,4,51,63,2017,
Damian,Lillard,Portland Trail Blazers,Washington Wizards,17,13,7,99,109,2014,
Damian,Lillard,Portland Trail Blazers,Dallas Mavericks,4,2,4,58,106,2004,
Damian,Lillard,Portland Trail Blazers,Minnesota Timberwolves,1,1,6,78,89,2003,
Damian,Lillard,Portland Trail Blazers,Oklahoma City Thunder,0,4,13,58,75,2002,
Damian,Lillard,Portland Trail Blazers,Indiana Pacers,3,10,14,102,92,2000,
Damian,Lillard,Portland Trail Blazers,Washington Wizards,10,5,13,56,95,2002,
Damian,Lillard,Portland Trail Blazers,Milwaukee Bucks,1,5,3,84,77,2009,
Damian,Lillard,Portland Trail Blazers,Minnesota Timberwolves,6,13,8,104,108,2004,
Damian,Lillard,Portland Trail Blazers,Dallas Mavericks,4,12,3,105,74,2005,
Damian,Lillard,Portland Trail Blazers,Los Angeles Clippers,3,7,7,88,64,2009,
Damian,Lillard,Portland Trail Blazers,Washington Wizards,8,14,3,56,96,2011,
Damian,Lillard,Portland Trail Blazers,Los Angeles Lakers,18,9,3,70,104,2000,
Damian,Lillard,Portland Trail Blazers,New York Knicks,0,0,7,69,55,2015,
Damian,Lillard,Portland Trail Blazers,Philadelphia 76ers,8,13,3,98,54,2006,
Damian,Lillard,Portland Trail Blazers,Orlando Magic,3,12,6,103,106,2016,
Damian,Lillard,Portland Trail Blazers,Washington Wizards,15,3,1,107,76,2012,
Damian,Lillard,Portland Trail Blazers,Washington Wizards,13,11,11,66,85,2007,
Damian,Lillard,Portland Trail Blazers,Charlotte Bobcats,5,11,10,109,61,2006,
Damian,Lillard,Portland Trail Blazers,New Orleans Hornets,9,12,0,81,83,2012,
Damian,Lillard,Portland Trail Blazers,Chicago Bulls,19,14,3,61,94,2000,
Damian,Lillard,Portland Trail Blazers,Dallas Mavericks,9,8,2,108,97,2013,
Damian,Lillard,Portland Trail Blazers,Dallas Mavericks,15,5,14,105,88,2018,
Damian,Lillard,Portland Trail Blazers,Miami Heat,17,6,8,84,100,2001,
Damian,Lillard,Portland Trail Blazers,San Antonio Spurs,15,14,12,59,106,2011,
Damian,Lillard,Portland Trail Blazers,Houston Rockets,6,13,11,92,80,2006,
Damian,Lillard,Portland Trail Blazers,Miami Heat,11,3,14,95,68,2017,
Damian,Lillard,Portland Trail Blazers,Los Angeles Lakers,9,1,1,86,71,2017,
Damian,Lillard,Portland Trail Blazers,Cleveland Cavaliers,19,7,9,100,83,2015,
Damian,Lillard,Portland Trail Blazers,Brooklyn Nets,9,1,2,56,69,2009,
Damian,Lillard,Portland Trail Blazers,Dallas Mavericks,18,5,10,51,78,2016,
Damian,Lillard,Portland Trail Blazers,Houston Rockets,15,2,14,72,76,2007,
Damian,Lillard,Portland Trail Blazers,Boston Celtics,15,9,9,99,80,2018,
Damian,Lillard,Portland Trail Blazers,Atlanta Hawks,0,13,5,55,91,2018,
Damian,Lillard,Portland Trail Blazers,Brooklyn Nets,16,0,10,93,80,2014,
Damian,Lillard,Portland Trail Blazers,Miami Heat,7,5,11,72,108,2000,
Damian,Lillard,Portland Trail Blazers,Utah Jazz,17,6,0,97,89,2017,
Damian,Lillard,Portland Trail Blazers,Charlotte Bobcats,1,5,11,53,108,2013,
Damian,Lillard,Portland Trail Blazers,Atlanta Hawks,16,11,12,99,90,2008,
Damian,Lillard,Portland Trail Blazers,Orlando Magic,1,3,14,70,68,2002,
Damian,Lillard,Portland Trail Blazers,Philadelphia 76ers,9,12,8,75,80,2004,
Damian,Lillard,Portland Trail Blazers,Orlando Magic,16,11,4,95,61,2014,
Damian,Lillard,Portland Trail Blazers,Sacramento Kings,9,10,2,97,87,2006,
Damian,Lillard,Portland Trail Blazers,Houston Rockets,5,1,12,62,64,2008,
Damian,Lillard,Portland Trail Blazers,Oklahoma City Thunder,17,1,7,107,69,2008,
Damian,Lillard,Portland Trail Blazers,Houston Rockets,13,0,4,57,74,2007,
